Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
28881,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,"Moore, Christopher",,0380813815,9780380813810,4,4.26,William Morrow / HarperCollins / Harper Perennial,Paperback,444,2004,2002,,7/15/17,,,read,,,,1,,,0,,,,,
15843166,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,"Sincero, Jen",,0762447699,9780762447695,0,3.98,Running Press Adult,Paperback,244,2013,2013,,7/15/17,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
8192278,"Autobiography of Mark Twain, Vol. 1",Mark Twain,"Twain, Mark","Harriet E. Smith, Benjamin Griffin, Victor Fischer, Michael B. Frank, Sharon K. Goetz, Leslie Diane Myrick",0520267192,9780520267190,0,3.86,University of California Press,Hardcover,760,2010,2010,,7/15/17,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
2715,Salt: A World History,Mark Kurlansky,"Kurlansky, Mark",,0142001619,9780142001615,0,3.73,Penguin Books,Paperback,484,2003,2002,,7/15/17,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0061234001,9780061234002,4,3.95,William Morrow,Hardcover,320,2006,2005,,7/15/17,,,read,,,,1,,,0,,,,,
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,0375725784,9780375725784,0,3.68,Vintage,Paperback,485,2001,2000,,7/15/17,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
359770,House of Sand and Fog,Andre Dubus III,"III, Andre Dubus",,0375727345,9780375727344,0,3.84,Vintage Contemporaries,Paperback,365,2000,1999,,7/15/17,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
51019,Cat's Eye,Margaret Atwood,"Atwood, Margaret",,0385491026,9780385491020,0,3.93,Anchor,Paperback,462,1998,1988,,7/15/17,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
4214,Life of Pi,Yann Martel,"Martel, Yann",,0770430074,9780770430078,1,3.9,Seal Books,Paperback,460,2006,2001,,7/15/17,,,read,,,,1,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,0553588486,9780553588484,5,4.45,Bantam,Mass Market Paperback,848,2005,1996,,7/15/17,,,read,,,,1,,,0,,,,,
14050,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,0965818675,9780965818674,4,3.96,MacAdam/Cage,Paperback,528,2003,2003,,7/15/17,,,read,,,,1,,,0,,,,,
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,0307277674,9780307277671,3,3.82,Anchor,Paperback,489,2006,2003,,7/15/17,,,read,,,,1,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,0307265439,9780307265432,0,3.96,Alfred A. Knopf,Hardcover,241,2006,2006,,7/15/17,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,1400064163,9781400064168,0,4.38,Random House,Hardcover,473,2010,2010,,7/15/17,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,030726999X,9780307269997,5,4.22,Knopf,Hardcover,563,2010,2007,,7/15/17,,,read,,,,1,,,0,,,,,
19501,"Eat, Pray, Love",Elizabeth Gilbert,"Gilbert, Elizabeth",,0143038419,9780143038412,0,3.53,Riverhead Books,Paperback,368,2007,2006,,7/15/17,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,0312422156,9780312422158,0,3.99,Picador USA,Paperback,529,2003,2002,,7/15/17,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
13538965,Wilderness,Lance Weller,"Weller, Lance",,1608199371,9781608199372,0,3.88,Bloomsbury USA,Hardcover,304,2012,2012,,7/15/17,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,0515141429,9780515141429,0,4.05,Jove,Mass Market Paperback,424,2006,1997,,7/15/17,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
10210,Jane Eyre,Charlotte BrontÃ«,"BrontÃ«, Charlotte",Michael Mason,0142437204,9780142437209,2,4.11,Penguin,Paperback,507,2003,1847,,7/15/17,,,read,,,,1,,,0,,,,,
2936415,Where Men Win Glory: The Odyssey of Pat Tillman,Jon Krakauer,"Krakauer, Jon",,0385522266,9780385522267,4,4.05,Doubleday Books,Hardcover,383,2009,2008,,7/15/17,,,read,,,,1,,,0,,,,,
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"Krakauer, Jon",,0330419129,9780330419123,4,3.99,Pan MacMillan,Paperback,369,2004,2003,,7/15/17,,,read,,,,1,,,0,,,,,
24911006,Missoula: Rape and the Justice System in a College Town,Jon Krakauer,"Krakauer, Jon",,0385538731,9780385538732,4,4.08,Doubleday,Hardcover,368,2015,2015,,7/15/17,,,read,,,,1,,,0,,,,,
18302455,The Circle,Dave Eggers,"Eggers, Dave",,0385351399,9780385351393,0,3.44,Knopf,Hardcover,493,2013,2013,,7/15/17,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
5631481,"Nightmares & Dreamscapes, Volume I",Stephen King,"King, Stephen","Whoopi Goldberg, Tim Curry, Yeardley Smith, Rob Lowe, Tabitha King, Robert B. Parker, Stephen Jay Gould",0743583353,9780743583350,2,4.13,Simon & Schuster Audio,Audio CD,,2009,1993,,7/15/17,,,read,,,,1,,,0,,,,,
20980228,11/22/63 ä¸_,Stephen King,"King, Stephen","ã‚_ãƒ†ã‚£ãƒ_ãƒ´ãƒ_ãƒ»ã‚_ãƒ_ã‚°, ç™_çŸ_ æœ—",4163824804,9784163824802,0,4.36,æ–‡è—ùæ˜¥ç§‹,Hardcover,529,2013,2011,,7/15/17,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
12274389,"The Dark Tower Series Collection: The Gunslinger, The Drawing of the Three, The Waste Lands, Wizard and Glass, Wolves of the Calla, Song of Susannah, The Dark Tower",Stephen King,"King, Stephen",,1780484542,9781780484549,5,4.61,Zatpix,Hardcover,3914,2011,2005,,7/15/17,,,read,,,,1,,,0,,,,,
228200,"The Green Mile, Part 5: Night Journey",Stephen King,"King, Stephen",,0451190564,9780451190567,4,4.53,Signet,Mass Market Paperback,90,1996,1996,,7/15/17,,,read,,,,1,,,0,,,,,
228194,"The Green Mile, Part 2: The Mouse on the Mile",Stephen King,"King, Stephen",,0451190521,9780451190529,4,4.48,Signet,Mass Market Paperback,92,1996,1996,,7/15/17,,,read,,,,1,,,0,,,,,
228198,"The Green Mile, Part 3: Coffey's Hands",Stephen King,"King, Stephen",,0451190548,9780451190543,4,4.52,Signet,Mass Market Paperback,90,1996,1996,,7/15/17,,,read,,,,1,,,0,,,,,
71823,"The Green Mile, Part 6: Coffey on the Mile",Stephen King,"King, Stephen",,0140258612,9780140258615,4,4.56,Penguin Books Ltd,Mass Market Paperback,144,1996,1996,,7/15/17,,,read,,,,1,,,0,,,,,
228199,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",Stephen King,"King, Stephen",,0451190556,9780451190550,4,4.53,Signet,Mass Market Paperback,90,1996,1996,,7/15/17,,,read,,,,1,,,0,,,,,
92227,"The Green Mile, Part 1: The Two Dead Girls",Stephen King,"King, Stephen",,0613096487,9780613096485,4,4.51,Bt Bound,Paperback,92,1996,1996,,7/15/17,,,read,,,,1,,,0,,,,,
10607,"Black House (The Talisman, #2)",Stephen King,"King, Stephen",Peter Straub,034547063X,9780345470638,0,4,Ballantine Books,Paperback,688,2003,2001,,7/15/17,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
11602,Hearts in Atlantis,Stephen King,"King, Stephen",,0340818670,9780340818671,2,3.82,New English Library,Paperback,640,2001,1999,,7/15/17,,,read,,,,1,,,0,,,,,
5413,'Salem's Lot,Stephen King,"King, Stephen",Jerry N. Uelsmann,0385516487,9780385516488,3,4.25,Doubleday,Hardcover,594,2005,1975,,7/15/17,,,read,,,,1,,,0,,,,,
10611,The Eyes of the Dragon,Stephen King,"King, Stephen",,0751504572,9780751504576,4,3.93,Time Warner Paperbacks,Paperback,427,1993,1987,,7/15/17,,,read,,,,1,,,0,,,,,
59219,"The Talisman (The Talisman, #1)",Stephen King,"King, Stephen",Peter Straub,0375507779,9780375507779,3,4.13,Random House,Hardcover,656,2001,1984,,7/15/17,,,read,,,,1,,,0,,,,,
32692,Gerald's Game,Stephen King,"King, Stephen",,0831727527,9780831727529,2,3.49,Smithmark Publishers,Hardcover,332,1992,1992,,7/15/17,,,read,,,,1,,,0,,,,,
5093,"Song of Susannah (The Dark Tower, #6)",Stephen King,"King, Stephen",Darrel Anderson,1416521496,,2,3.99,Pocket Books,Mass Market Paperback,544,2006,2004,,7/15/17,,,read,,,,1,,,0,,,,,
5091,"The Dark Tower (The Dark Tower, #7)",Stephen King,"King, Stephen",Michael Whelan,,,2,4.28,Pocket Books,Paperback,1050,2006,2004,,7/15/17,,,read,,,,1,,,0,,,,,
4978,"Wolves of the Calla (The Dark Tower, #5)",Stephen King,"King, Stephen",Bernie Wrightson,141651693X,9781416516934,3,4.18,Pocket Books,Mass Market Paperback,931,2006,2003,,7/15/17,,,read,,,,1,,,0,,,,,
5096,"Wizard and Glass (The Dark Tower, #4)",Stephen King,"King, Stephen",Dave McKean,0340829788,9780340829783,4,4.25,New English Library,Paperback,845,2003,1997,,7/15/17,,,read,,,,1,,,0,,,,,
11573,The Dead Zone,Stephen King,"King, Stephen",,0451155750,9780451155757,4,3.91,Signet/New American Library,Mass Market Paperback,402,1980,1979,,7/15/17,,,read,,,,1,,,0,,,,,
107291,Needful Things,Stephen King,"King, Stephen",,045057458X,9780450574580,3,3.9,Hodder & Stoughton Ltd,Paperback,790,1992,1991,,7/15/17,,,read,,,,1,,,0,,,,,
11590,'Salem's Lot,Stephen King,"King, Stephen",,0450031063,9780450031069,3,4.01,New English Library,Paperback,483,1991,1975,,7/15/17,,,read,,,,1,,,0,,,,,
33124137,Pet Sematary,Stephen King,"King, Stephen",,,,4,3.95,Scribner,Kindle Edition,580,2014,1983,,7/15/17,,,read,,,,1,,,0,,,,,
43615,The Gunslinger,Stephen King,"King, Stephen",,0452284694,9780452284692,5,3.96,Plume,Paperback,231,2003,1982,,7/15/17,,,read,,,,1,,,0,,,,,
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,0743455967,9780743455961,5,4.33,Pocket Books,Mass Market Paperback,320,2002,2000,,7/15/17,,,read,,,,1,,,0,,,,,
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",William Roberts,076790818X,9780767908184,4,4.2,Broadway Books,Paperback,544,2004,2003,,7/15/17,,,read,,,,1,,,0,,,,,
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,"Bryson, Bill",,0307279464,9780307279460,5,4.06,Anchor Books,Mass Market Paperback,397,2006,1997,,7/15/17,,,read,,,,1,,,0,,,,,
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,0805091742,9780805091748,0,4.04,Metropolitan Books,Hardcover,208,2009,2009,,7/15/17,to-read,to-read (#81),to-read,,,,0,,,0,,,,,
2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,"Allen, David",,0143034545,9780143034544,0,3.82,Penguin Books,Paperback,165,2004,2003,,7/15/17,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
78428,Your Money or Your Life,Vicki Robin,"Robin, Vicki",Joe Dominguez,0140286780,9780140286786,5,4.08,Penguin Books,Paperback,400,1999,1992,,7/15/17,,,read,,,,1,,,0,,,,,
29780284,"The Tao of Seneca: Practical Letters from a Stoic Master, Volume 2",Timothy Ferriss,"Ferriss, Timothy","John A. Robinson, Seneca",,,0,4.07,"Seneca and Marcus, LLC",Audible Audio,11,2016,,,7/15/17,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
29780297,"The Tao of Seneca: Practical Letters from a Stoic Master, Volume 3",Timothy Ferriss,"Ferriss, Timothy",,,,0,4.04,"Seneca and Marcus, LLC",Audiobook,,,,,7/15/17,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
10762807,The Slow Carb Diet Cookbook: A Companion to the 4-Hour Body: Volume 2 ,Timothy Ferriss,"Ferriss, Timothy",Charlie Hoehn,0615459994,9780615459998,0,3.56,"Alta Malbec, Incorporated",Hardcover,0,2011,2011,,7/15/17,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
28676323,"The Tao of Seneca: Practical Letters from a Stoic Master, Volume 1",Timothy Ferriss,"Ferriss, Timothy",,,,0,4.2,,Audible Audio,,,,,7/15/17,to-read,to-read (#76),to-read,,,,0,,,0,,,,,
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,0307353133,9780307353139,5,3.86,Harmony,ebook,308,2007,2007,,7/15/17,,,read,,,,1,,,0,,,,,
7148931,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,"Ferriss, Timothy",,030746363X,9780307463630,5,3.76,Harmony,Hardcover,571,2010,2000,,7/15/17,,,read,,,,1,,,0,,,,,
30071,"The Walking Dead, Book One (The Walking Dead #1-12)",Robert Kirkman,"Kirkman, Robert","Tony Moore, Charlie Adlard, Cliff Rathburn",1582406197,9781582406190,4,4.35,Image Comics,Hardcover,304,2010,2004,,7/15/17,,,read,,,,1,,,0,,,,,
156534,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man, #1)",Brian K. Vaughan,"Vaughan, Brian K.","Pia Guerra, JosÃ© MarzÃ¡n Jr.",1563899809,9781563899805,4,4.09,Vertigo,Paperback,130,2003,2002,,7/15/17,,,read,,,,1,,,0,,,,,
15854106,"Before Watchmen: Dr. Manhattan #1 (Before Watchmen: Dr. Manhattan, #1)",J. Michael Straczynski,"Straczynski, J. Michael","John Higgins, Adam Hughes",,,0,3.82,DC Comics,Paperback,32,2012,2012,,7/15/17,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
17137602,Before Watchmen: Ozymandias/Crimson Corsair,Len Wein,"Wein, Len","Jae Lee, John Higgins, Steve Rude",1401238955,9781401238957,0,3.32,DC Comics,Hardcover,256,2013,2013,,7/15/17,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
17137599,Before Watchmen: Minutemen/Silk Spectre,Darwyn Cooke,"Cooke, Darwyn",Amanda Conner,1401238920,9781401238926,0,3.72,DC Comics,Hardcover,288,2013,2013,,7/15/17,to-read,to-read (#73),to-read,,,,0,,,0,,,,,
17137600,Before Watchmen: Comedian/Rorschach,Brian Azzarello,"Azzarello, Brian","J.G. Jones, Lee Bermejo",1401238939,9781401238933,0,3.33,DC Comics,Hardcover,256,2013,2013,,7/15/17,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
15702995,"Before Watchmen (Before Watchmen: Minutemen, #1)",Darwyn Cooke,"Cooke, Darwyn","Len Wein, John Higgins",,,0,3.83,DC Comics,Paperback,32,2012,2012,,7/15/17,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
472331,Watchmen (Watchmen #1-12),Alan Moore,"Moore, Alan","Dave Gibbons, John Higgins",0930289234,9780930289232,5,4.35,DC Comics,Paperback,416,2005,1987,,7/15/17,,,read,,,,1,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",,0340839937,9780340839935,4,4.21,Hodder & Stoughton,Paperback,604,2006,1965,,7/15/17,,,read,,,,1,,,0,,,,,
12968836,The Intention Economy: When Customers Take Charge,Doc Searls,"Searls, Doc",,1422158527,9781422158524,0,3.78,Harvard Business Review Press,Hardcover,320,2012,2012,,7/15/17,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
41865,"Twilight (Twilight, #1)",Stephenie Meyer,"Meyer, Stephenie",,0316015849,9780316015844,2,3.58,"Little, Brown and Company",Paperback,498,2006,2005,,7/15/17,,,read,,,,1,,,0,,,,,
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,0739326228,9780739326220,0,4.1,Random House Large Print Publishing,Hardcover,434,2005,1997,,7/15/17,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
261821,"The Perfect Scoop: Ice Creams, Sorbets, Granitas, and Sweet Accompaniments",David Lebovitz,"Lebovitz, David",Lara Hata,1580088082,9781580088084,0,4.18,Ten Speed Press,Hardcover,256,2007,2007,,7/15/17,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
580255,The Ten Faces of Innovation: Strategies for Heightened Creativity,Tom Kelley,"Kelley, Tom",Jonathan Littman,1861978065,9781861978066,0,3.96,Profile Books,Paperback,288,2006,2005,,7/15/17,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
12394762,The 10X Rule: The Only Difference Between Success and Failure,Grant Cardone,"Cardone, Grant",,,,0,4.05,,Kindle Edition,261,,2011,,7/15/17,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,0743269519,9780743269513,0,4.08,Free Press,Paperback,372,2004,1989,,7/15/17,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
5497777,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,,,3,4.01,Crown ,Kindle Edition,352,2006,2006,,7/15/17,,,read,,,,1,,,0,,,,,
12540889,Inside Apple: How America's Most Admired--and Secretive--Company Really Works,Adam Lashinsky,"Lashinsky, Adam",,145551215X,9781455512157,0,3.83,Business Plus,Hardcover,240,2012,2011,,7/15/17,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
12037808,The Upgrade: A Cautionary Tale of a Life Without Reservations (UK Edition),Paul Bradley Carr,"Carr, Paul Bradley",,,,0,3.51,,Kindle Edition,,,2011,,7/15/17,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
8732565,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Richard Helm, Ralph Johnson, John M. Vlissides",,,0,4.17,,Kindle Edition,416,,1994,,7/15/17,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
7841446,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",Steven Levy,"Levy, Steven",,1416596585,9781416596585,0,3.82,Simon  Schuster,Hardcover,432,2011,2011,,7/15/17,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
8115818,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,,,5,4.23,Vintage,Kindle Edition,724,2009,2006,,7/15/17,,,read,,,,1,,,0,,,,,
101438,Skunk Works: A Personal Memoir of My Years at Lockheed,Ben R. Rich,"Rich, Ben R.",Leo Janos,0316743003,9780316743006,0,4.4,"Back Bay Books/Little, Brown & Co. (NY)",Paperback,382,1996,1994,,7/15/17,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
2278064,Design Patterns in Ruby,Russ Olsen,"Olsen, Russ",,0321490452,9780321490452,0,4.16,Addison-Wesley Professional,Hardcover,352,2007,2007,,7/15/17,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,,,3,4.11,William Morrow,Kindle Edition,635,2011,2001,,7/15/17,,,read,,,,1,,,0,,,,,
20318838,"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety",Eric Schlosser,"Schlosser, Eric",,,,0,4.24,Penguin Books,Kindle Edition,657,2013,2009,,7/15/17,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
19015059,Crypto: How the Code Rebels Beat the Government--Saving Privacy in the Digital Age (Penguin Press Science),Steven Levy,"Levy, Steven",,,,0,3.98,Penguin Books,Kindle Edition,370,2001,2001,,7/15/17,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling",0751565350,9780751565355,0,3.68,"Little, Brown",Hardcover,343,2016,2016,,7/15/17,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,0142000671,9780142000670,3,3.86,Penguin Books,Paperback,112,2002,1937,,7/15/17,,,read,,,,1,,,0,,,,,
2429135,The Girl with the Dragon Tattoo,Stieg Larsson,"Larsson, Stieg",Reg Keeland,0307269752,9780307269751,5,4.13,Knopf,Hardcover,465,2008,2005,,7/15/17,,,read,,,,1,,,0,,,,,
153747,"Moby-Dick, or, the Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk",0142437247,9780142437247,1,3.49,Penguin Classics,Paperback,720,2003,1851,,7/15/17,,,read,,,,1,,,0,,,,,
135836,Trainspotting,Irvine Welsh,"Welsh, Irvine",,0099465892,9780099465898,0,4.09,Vintage,Paperback,430,1994,1993,,7/15/17,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,,,2,4.25,Modern Library,Paperback,279,2000,1813,,7/15/17,,,read,,,,1,,,0,,,,,
7624,Lord of the Flies,William Golding,"Golding, William",,0140283331,9780140283334,4,3.66,Penguin Books ,Paperback,182,1999,1954,,7/15/17,,,read,,,,1,,,0,,,,,
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,067001690X,9780670016907,1,3.95,Viking,Hardcover,479,2014,1939,,7/15/17,,,read,,,,1,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",Mary GrandPrÃ©,0439554934,9780439554930,5,4.46,Scholastic Inc,Hardcover,320,1997,1997,,7/15/17,,,read,,,,1,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,0316769177,9780316769174,4,3.8,Back Bay Books,Paperback,277,2001,1951,,7/15/17,,,read,,,,1,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,,,4,3.91,Scribner,Paperback,180,2004,1925,,7/15/17,,,read,,,,1,,,0,,,,,
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,0307592731,9780307592736,4,3.99,Knopf,Hardcover,315,2012,2012,,7/15/17,,,read,,,,1,,,0,,,,,
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Richard Feynman,"Feynman, Richard",,0393316041,9780393316049,5,4.28,W. W. Norton & Company,Paperback,391,1997,1985,,7/15/17,,,read,,,,1,,,0,,,,,
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",Suzanne Toren,0743270754,9780743270755,5,4.28,Simon  Schuster,Paperback,916,2006,2005,,7/15/17,,,read,,,,1,,,0,,,,,
1897,Eiger Dreams: Ventures Among Men and Mountains,Jon Krakauer,"Krakauer, Jon",,0385488181,9780385488181,5,3.99,Anchor,Paperback,186,1997,1990,,7/15/17,,,read,,,,1,,,0,,,,,
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,0385486804,9780385486804,5,3.97,Anchor Books,Paperback,207,1997,1996,,7/15/17,,,read,,,,1,,,0,,,,,
2203,John Adams,David McCullough,"McCullough, David",,0743223136,9780743223133,0,4.05,Simon & Schuster Paperbacks,Paperback,751,2001,2001,,7/15/17,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, B.M. Mooyaart-Doubleday",0553296981,9780553296983,0,4.12,Bantam,Mass Market Paperback,304,1993,1947,,7/15/17,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut,"Vonnegut, Kurt",,0385333846,9780385333849,5,4.07,Dial Press,Paperback,275,1999,1969,,7/15/17,,,read,,,,1,,,0,,,,,
38447,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,038549081X,9780385490818,0,4.09,Anchor Books,Paperback,344,1998,1985,,7/15/17,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,0553380958,9780553380958,5,4.03,Bantam Books,Paperback,438,2000,1992,,7/15/17,,,read,,,,1,,,0,,,,,
10155,"The Lost World (Professor Challenger, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,0812967259,9780812967258,0,3.92,Modern Library,Paperback,272,2003,1912,,7/15/17,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
90192,The House of the Seven Gables,Nathaniel Hawthorne,"Hawthorne, Nathaniel",Robert S. Levine,0393924769,9780393924763,0,3.45,W. W. Norton & Company,Paperback,225,2005,1851,,7/15/17,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,0553278223,9780553278224,0,4.13,Bantam/Spectra,Paperback,182,1984,1950,,7/15/17,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,0451457994,9780451457998,0,4.14,Roc,Paperback,297,2000,1968,,7/15/17,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
23807,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas   Harris,"Harris, Thomas",,0099446782,9780099446781,0,4.17,Arrow,Paperback,338,2002,1988,,7/15/17,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
77507,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,0553560735,9780553560732,0,3.85,Spectra Books,Mass Market Paperback,572,1993,1992,,7/15/17,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
95558,Solaris,StanisÅ‚aw Lem,"Lem, StanisÅ‚aw","Joanna Kilmartin, Steve Cox",,,0,3.99,Harcourt,Paperback,204,2002,1961,,7/15/17,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
353,Time Enough for Love,Robert A. Heinlein,"Heinlein, Robert A.",,,,0,3.96,Ace,Mass Market Paperback,589,1988,1973,,7/15/17,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
126232,Jaws (Jaws #1),Peter Benchley,"Benchley, Peter",,1400064562,9781400064564,0,3.97,Random House,Hardcover,320,2005,1973,,7/15/17,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
61666,Contact,Carl Sagan,"Sagan, Carl",,2266079999,9782266079990,5,4.13,Pocket,Mass Market Paperback,580,1997,1985,,7/15/17,,,read,,,,1,,,0,,,,,
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,0553288202,9780553288209,0,4.19,Spectra Books,Mass Market Paperback,518,1995,1990,,7/15/17,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
17235026,"The Girl With All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,0356500152,9780356500157,5,3.94,Orbit ,Paperback,461,2014,2014,,7/15/17,,,read,,,,1,,,0,,,,,
