Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,0812993543,9780812993547,3,4.4,Spiegel & Grau,Hardcover,152,2015,2015,1/20/18,2/21/18,,,read,"The Big Idea:<br/><br/>""Public letter  to his son from an educated black man about the trials and tribulations of living in modern America, with insights into the life of minorities (and African-Americans in particular) and the realities of â€œraceâ€ù. This is a book full of quotes. Lots of poetic illustrations of the realities, but I didnâ€™t find many ideas for progress or future healing. <br/><br/>I see parallels to my personal criticisms of Sociology: â€œHereâ€™s how the world is screwed up. No idea how to fix it.â€ù""<br/>Â <br/>Highlights:<br/>Â <br/>â€œI would not have you descend into your own dream. I would have you be a conscious citizen of this terrible and beautiful world.â€ù <br/><br/>â€œYou are growing into consciousness, and my wish for you is that you feel no need to constrict yourself to make other people comfortable.â€ù<br/><br/>""â€œOne cannot, at once, claim to be superhuman and then plead mortal error. I propose to take our countrymenâ€™s claims of American exceptionalism seriously, which is to say I propose subjecting our country to an exceptional moral standard.â€ù <br/><br/>â€œNot being violent enough could cost me my body. Being too violent could cost me my body. We could not get out.â€ù <br/><br/>â€œHere is what I would like for you to know: In America, it is traditional to destroy the black bodyâ€”it is heritage. Enslavement was not merely the antiseptic borrowing of laborâ€”it is not so easy to get a human being to commit their body against its own elemental interest. And so enslavement must be casual wrath and random manglings, the gashing of heads and brains blown out over the river as the body seeks to escape. It must be rape so regular as to be industrial. There is no uplifting way to say this. I have no praise anthems, nor old Negro spirituals. The spirit and soul are the body and brain, which are destructibleâ€”that is precisely why they are so precious. And the soul did not escape. The spirit did not steal away on gospel wings. The soul was the body that fed the tobacco, and the spirit was the blood that watered the cotton, and these created the first fruits of the American garden. And the fruits were secured through the bashing of children with stovewood, through hot iron peeling skin away like husk from corn.â€ù ""<br/><br/><br/>Actionable Items:<br/><br/>No idea<br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/>This was a prodfoundly poetic book, and beautiful, if tragic, letter from a father to son. I just wish it included some broader context for the readers who are not the son about how to bridge the gao from here to the there of a truly healthy and fair society. <br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
24453082,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,"Gilbert, Elizabeth",,1594634718,9781594634710,3,3.91,Riverhead Books,Hardcover,288,2015,2015,1/17/18,12/21/17,,,read,"The Big Idea:<br/><br/>""Eat, Pray, Love author shares her creative process. <br/><br/>Let your fears coexist with your passions.<br/>Give yourself permission to create.<br/>Keep your day job to fuel your creative affair.""<br/>Â <br/>Highlights:<br/>Â <br/>â€œYou can measure your worth by your dedication to your path, not by your successes or failures.â€ù <br/><br/>â€œSo this, I believe, is the central question upon which all creative living hinges: Do you have the courage to bring forth the treasures that are hidden within you?â€ù <br/><br/>â€œA creative life is an amplified life. Itâ€™s a bigger life, a happier life, an expanded life, and a hell of a lot more interesting life. Living in this mannerâ€”continually and stubbornly bringing forth the jewels that are hidden within youâ€”is a fine art, in and of itself.â€ù <br/><br/><br/>Actionable Items:<br/><br/>Create<br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/>This book was ok.  Didnâ€™t change my life, bit I did finish it...<br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
34466952,The Power of Moments: Why Certain Experiences Have Extraordinary Impact,Chip Heath,"Heath, Chip",Dan Heath,1501147765,9781501147760,0,4.23,Simon  Schuster,Hardcover,320,2017,2017,,2/18/18,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
17847541,"Origin of Ideas: Blending, Creativity, and the Human Spark",Mark Turner,"Turner, Mark",,019998882X,9780199988822,0,4,OUP Us,Hardcover,300,2014,2014,,2/15/18,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
7012191,"The Genius in All of Us: Why Everything You've Been Told About Genetics, Talent, and IQ Is Wrong",David Shenk,"Shenk, David",,0385523653,9780385523653,0,3.87,Doubleday,Hardcover,320,2010,2010,,2/15/18,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
11346470,Connectome: How the Brain's Wiring Makes Us Who We Are,Sebastian Seung,"Seung, Sebastian",,0547508182,9780547508184,0,3.8,Houghton Mifflin Harcourt,Hardcover,359,2012,2012,,2/15/18,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
8574712,The Tell-Tale Brain: A Neuroscientist's Quest for What Makes Us Human,V.S. Ramachandran,"Ramachandran, V.S.",,0393077829,9780393077827,0,4.13,W. W. Norton  Company,Hardcover,384,2011,2011,,2/15/18,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
835623,How the Mind Works,Steven Pinker,"Pinker, Steven",,0393318486,9780393318487,0,3.97,W. W. Norton  Company,Paperback,660,1999,1997,,2/15/18,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
231083,The Principia: Mathematical Principles of Natural Philosophy,Isaac Newton,"Newton, Isaac","I. Bernard Cohen, Anne Whitman",0520088174,9780520088177,0,4.22,University of California Press,Paperback,991,1999,1687,,2/15/18,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
6968772,The Master and His Emissary: The Divided Brain and the Making of the Western World,Iain McGilchrist,"McGilchrist, Iain",,030014878X,9780300148787,0,4.29,Yale University Press,Hardcover,608,2009,2009,,2/15/18,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
17237217,Social: Why Our Brains Are Wired to Connect,Matthew D. Lieberman,"Lieberman, Matthew D.",,0307889092,9780307889096,0,4.09,Crown,Hardcover,384,2013,2013,,2/15/18,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
13557108,Consciousness: Confessions of a Romantic Reductionist,Christof Koch,"Koch, Christof",,0262017490,9780262017497,0,4.09,The MIT Press,Hardcover,184,2012,2012,,2/15/18,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
12263681,"The Age of Insight: The Quest to Understand the Unconscious in Art, Mind, and Brain from Vienna 1900 to the Present",Eric R. Kandel,"Kandel, Eric R.",,1400068711,9781400068715,0,4.23,Random House,Hardcover,656,2012,2012,,2/15/18,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
2296,"Emergence: The Connected Lives of Ants, Brains, Cities, and Software",Steven Johnson,"Johnson, Steven",,0684868768,9780684868769,0,3.96,Scribner,Paperback,288,2002,2001,,2/15/18,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
123471,I Am a Strange Loop,Douglas R. Hofstadter,"Hofstadter, Douglas R.",,0465030785,9780465030781,0,3.94,Basic Books (AZ),Hardcover,412,2007,2007,,2/15/18,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
27539,On Intelligence,Jeff Hawkins,"Hawkins, Jeff",Sandra Blakeslee,0805078533,9780805078534,0,4.13,St. Martin's Griffin,Paperback,261,2005,2004,,2/15/18,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
54218,The Mismeasure of Man,Stephen Jay Gould,"Gould, Stephen Jay",,0393314251,9780393314250,0,4.04,W. W. Norton  Company,Paperback,448,1996,1982,,2/15/18,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
11976774,Who's in Charge? Free Will and the Science of the Brain,Michael S. Gazzaniga,"Gazzaniga, Michael S.",,0061906107,9780061906107,0,3.97,Ecco,Hardcover,260,2011,2011,,2/15/18,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
1120114,Wider Than the Sky: The Phenomenal Gift of Consciousness,Gerald M. Edelman,"Edelman, Gerald M.",,0300107617,9780300107616,0,3.66,Yale University Press,Paperback,224,2005,2004,,2/15/18,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
156462,Emotions Revealed: Recognizing Faces and Feelings to Improve Communication and Emotional Life,Paul Ekman,"Ekman, Paul",,080507516X,9780805075168,0,4.05,Henry Holt and Co.,Paperback,304,2004,2003,,2/15/18,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
1120137,The Number Sense: How the Mind Creates Mathematics,Stanislas Dehaene,"Dehaene, Stanislas",,0195132408,9780195132403,0,4,"Oxford University Press, USA",Paperback,288,1999,1996,,2/15/18,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
7766914,Self Comes to Mind: Constructing the Conscious Brain,AntÃ_nio R. DamÃ¡sio,"DamÃ¡sio, AntÃ_nio R.",,0307378756,9780307378750,0,3.96,Pantheon,Hardcover,384,2010,2010,,2/15/18,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
103867,"Descartes' Error: Emotion, Reason and the Human Brain",AntÃ_nio R. DamÃ¡sio,"DamÃ¡sio, AntÃ_nio R.",,014303622X,9780143036227,0,3.97,Penguin Books Ltd,Paperback,336,2005,1994,,2/15/18,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
66321,Finding Flow: The Psychology of Engagement with Everyday Life,Mihaly Csikszentmihalyi,"Csikszentmihalyi, Mihaly",,0465024114,9780465024117,0,3.96,Basic Books,Paperback,181,1998,1995,,2/15/18,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
66354,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,"Csikszentmihalyi, Mihaly",,0060920432,9780060920432,0,4.11,Harper Perennial,Paperback,303,1990,1990,,2/15/18,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
947061,Mapping the Mind,Rita Carter,"Carter, Rita",,0520224612,9780520224612,0,4.08,University of California Press,Paperback,224,1999,1998,,2/15/18,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,0307352145,9780307352149,0,4.06,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2/15/18,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
15793130,A Skeptic's Guide to the Mind: What Neuroscience Can and Cannot Tell Us About Ourselves,Robert A. Burton,"Burton, Robert A.",,1250001854,9781250001856,0,3.9,St. Martin's Press,Hardcover,272,2013,2013,,2/15/18,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
2740964,On Being Certain: Believing You Are Right Even When You're Not,Robert A. Burton,"Burton, Robert A.",,0312359209,9780312359201,0,3.91,St. Martin's Press,Hardcover,272,2008,2008,,2/15/18,to-read,to-read (#140),to-read,,,,1,,,0,,,,,
28092870,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,1910701882,9781910701881,4,4.29,HARVILL/SECKER,Paperback,448,2016,2015,1/30/18,2/15/18,,,read,"The Big Idea:<br/><br/>Through an examination of history, Harari contemplates our future, which may use technology to exceed our current humanism and continue the technological revolution into immortality.<br/>Â <br/>Highlights:<br/>Â <br/>â€œThe most common reaction of the human mind to achievement is not satisfaction, but craving for more.â€ù <br/><br/>â€œYet in truth the lives of most people have meaning only within the network of stories they tell one another.â€ù <br/><br/>â€œThe greatest scientific discovery was the discovery of ignorance. Once humans realised how little they knew about the world, they suddenly had a very good reason to seek new knowledge, which opened up the scientific road to progress.â€ù <br/><br/><br/>Actionable Items:<br/><br/>Reread <br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/>Thought provoking read. Not as good as Sapiens, but a worthy companion. <br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
99315,A Whole New Mind: Why Right-brainers Will Rule the Future,Daniel H. Pink,"Pink, Daniel H.",,1594481717,9781594481710,0,3.94,Penguin Putnam Inc,Paperback,275,2006,2004,,2/15/18,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
78427,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,"Ramsey, Dave",,0785289089,9780785289081,3,4.29,Nelson Books,Hardcover,223,2007,2003,2/11/18,12/21/17,,,read,"The Big Idea:<br/><br/>Simplistic approach to financial management: hardcore discipline, live within your means, no debt ever<br/>Â <br/>Highlights:<br/>Â <br/>""â€œIF YOU WILL LIVE LIKE NO ONE ELSE, LATER YOU CAN LIVE LIKE NO ONE ELSE. This is the motto of your Total Money Makeover. Itâ€™s my way of reminding you that if you will make the sacrifices now that most people arenâ€™t willing to make, later on you will be able to live as those folks will never be able to live.â€œ <br/>Repeated ad nauseum""<br/><br/><br/><br/><br/><br/><br/>Actionable Items:<br/><br/>Nothing<br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/><br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
6346975,Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,"Foer, Joshua",,159420229X,9781594202292,3,3.87,"Penguin Press HC, The",Hardcover,307,2011,2011,1/7/18,2/13/18,,,read,"The Big Idea:<br/><br/>Memoir of the author that covers his assignment to report on and subsequent training and winning of the US memory championship. The title refers to a memory palace pneumonic used to memorize a deck of cards etc. <br/>Â <br/>Highlights:<br/>Â <br/>""â€œIt is forgetting, not remembering, that is the essence of what makes us human. To make sense of the world, we must filter it. """"To think,"""" Borges writes, """"is to forget.â€œâ€ù""<br/><br/><br/><br/><br/><br/><br/>Actionable Items:<br/><br/>Research Anders Ericssonâ€™s work on getting better. Intentional practice where you reach the point of consistent success and then increase the speed or volume of feedback by 10 to 20 percent so youâ€™re making mistakes allows you to be more intentional about your follow up and get out of the automatic sense<br/><br/>Do the memory palace exercise to learn how to memorize a deck of cards<br/><br/><br/><br/>Other Notes & Takeaways:<br/>Fun little read that made me add memorizing a deck of cards to my bucket list and reminded me to research Ericcsonâ€™s work more. <br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
28108821,The Third Wave: An Entrepreneur's Vision of the Future,Steve Case,"Case, Steve",,,,1,3.69,Simon & Schuster,Kindle Edition,240,2016,2016,2/3/18,2/13/18,,,read,"The Big Idea:<br/><br/>Among a boring and self indulgent memoir, A third wave of the Internet is coming: opportunities for disruption will go through regulated markets and require partnerships with incumbents. <br/>Â <br/>Highlights:<br/>Â <br/>None<br/><br/><br/><br/><br/><br/><br/>Actionable Items:<br/><br/>None<br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/>Boring sandwich <br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
17836481,"Pure, White, and Deadly: How Sugar Is Killing Us and What We Can Do to Stop It",John Yudkin,"Yudkin, John",Robert H. Lustig,0143125184,9780143125181,0,4.12,Penguin Books,Paperback,256,2013,1972,,2/13/18,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
34237719,The Hacking of the American Mind: The Science Behind the Corporate Takeover of Our Bodies and Brains,Robert H. Lustig,"Lustig, Robert H.",,1101982586,9781101982587,0,4.14,Avery Publishing Group,Hardcover,352,2017,,,2/13/18,to-read,to-read (#137),to-read,,,,0,,,0,,,,,
14481524,"Fat Chance: Beating the Odds Against Sugar, Processed Food, Obesity, and Disease",Robert H. Lustig,"Lustig, Robert H.",,159463100X,9781594631009,0,4.13,Hudson Street Press,Hardcover,320,2012,2012,,2/13/18,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
19288640,"How We Learn: The Surprising Truth About When, Where, and Why It Happens",Benedict Carey,"Carey, Benedict",,0812993888,9780812993882,2,3.91,Random House,Hardcover,272,2014,2014,2/5/18,2/12/18,,,read,"The Big Idea:<br/><br/>A mediocre review of the science around learning and review of the latest known about the popular tools to improve learning<br/>Â <br/>Highlights:<br/>Â <br/>""â€œI no longer think of naps or knocking off early as evidence of laziness, or a waste of time, or, worst of all, a failure of will. I think of sleep as learning with my eyes closed.â€ù <br/>Sleep and daydreaming are good for learning""<br/><br/>â€œAnd we will show that some of what weâ€™ve been taught to think of as our worst enemiesâ€”laziness, ignorance, distractionâ€”can also work in our favor.â€ù <br/><br/>â€œTo say it another way, the collective findings of modern learning science provide much more than a recipe for how to learn more efficiently. They describe a way of life.â€ù <br/><br/><br/>Actionable Items:<br/><br/>Sleep more<br/><br/>When trying to learn, change contexts (time, place, etc.) to maximize flexibility toward the unexpected<br/><br/><br/><br/>Other Notes & Takeaways:<br/><br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
10127019,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Eric Ries,"Ries, Eric",,0307887898,9780307887894,3,4.06,Currency,Hardcover,299,2011,2011,1/15/18,2/12/18,,,read,"The Big Idea:<br/><br/>Lean methodologies can be used to make startups successful through the Build-Measure-Learn feedback loop. <br/>Â <br/>Highlights:<br/>Â <br/>The only way to win is to learn faster than anyone else.â€ù<br/><br/>â€œThis is one of the most important lessons of the scientific method: if you cannot fail, you cannot learn.â€ù <br/><br/>""The value hypothesis tests whether a product or service really delivers value to the customers once they are using it.<br/><br/>The growth hypothesis tests how new customers will discover a product or service.""<br/><br/><br/>Actionable Items:<br/><br/>Not much, now that I have my Six Sigma Black Belt. This book provided good anecdotes and quality thought processes, but I think itâ€™s so entered the SF mindset that I didnâ€™t find anything new or anything to incorporate into my life, even though this was my first read. Others might find more without the prior experiences I brought to my reading<br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/><br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
18423,The Left Hand of Darkness (Hainish Cycle #4),Ursula K. Le Guin,"Guin, Ursula K. Le",,0441007317,9780441007318,0,4.06,Ace,Paperback,304,2000,1969,,2/12/18,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,006245773X,9780062457738,4,3.99,Harper,ebook,224,2016,2016,1/2/18,12/21/17,,,read,"The Big Idea:<br/><br/>The serenity prayer in modern form: care about the things that support your values<br/>Â <br/>Highlights:<br/>Â <br/>""Good values are 1) reality-based, 2) socially constructive, and 3) immediate and controllable.<br/>Bad values are 1) superstitious, 2) socially destructive, and 3) not immediate and controllable.<br/><br/>I liked this summary""<br/><br/>""â€œNobody else is ever responsible for your situation but you. Many people may be to blame for your unhappiness, but nobody is ever responsible for your unhappiness but you.â€ù<br/><br/>This was the single biggest takeaway I found in this book""<br/><br/>â€œYou are already choosing, in every moment of every day, what to give a fuck about, so change is as simple as choosing to give a fuck about something else.â€ù <br/><br/><br/>Actionable Items:<br/><br/>Do some more thinking about responsibility and blame<br/><br/>Use negative experiences to learn<br/><br/>Give a fuck only about the things that matter. Iâ€™ve often reminded others: your problem is that you care. I vow to work harder at only caring about things that matter. <br/><br/>Other Notes & Takeaways:<br/><br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
27209431,The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future,Kevin Kelly,"Kelly, Kevin",,,,2,3.96,Viking,Hardcover,336,2016,2016,12/30/17,2/7/18,,,read,"The Big Idea:<br/><br/>Near term progress is inevitable?<br/>Â <br/>Highlights:<br/>Â <br/>â€œOver the next three decades, scholars and fans, aided by computational algorithms, will knit together the books of the world into a single networked literature. A reader will be able to generate a social graph of an idea, or a timeline of a concept, or a networked map of influence for any notion in the library. Weâ€™ll come to understand that no work, no idea stands alone, but that all good, true, and beautiful things are ecosystems of intertwined parts and related entities, past and present.â€ù <br/><br/>â€œThomas Jefferson understood that ideas were not really property, or if they were property they differed from real estate. He wrote, â€œHe who receives an idea from me, receives instruction himself without lessening mine; as he who lights his taper at mine, receives light without darkening me.â€ù If Jefferson gave you his house at Monticello, youâ€™d have his house and he wouldnâ€™t. But if he gave you an idea, youâ€™d have the idea and heâ€™d still have the idea. That weirdness is the source of our uncertainty about intellectual property today.â€ù <br/><br/>â€œYet the paradox of science is that every answer breeds at least two new questions. More tools, more answers, ever more questions.â€ù <br/><br/><br/>Actionable Items:<br/><br/>Nothing, and that is part of my problem with this book<br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/>Meh. I found this book surprisingly boring and lacking useful insight. <br/><br/><br/><br/>Format Consumed:<br/>",,,1,,,0,,,,,
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",Ø·Ø§Ù‡Ø±Ù‡ ØµØ¯ÛŒÙ‚ÛŒØ§Ù†,0451207149,9780451207142,4,4.3,NAL Trade,Paperback,973,2002,1989,2/6/18,7/15/17,,,read,"The Big Idea:<br/><br/>Historical fiction of a monestary and village trying to build a cathedral, and character study of the various people. <br/>Â <br/>Highlights:<br/>Â <br/>â€œWhen things are simple, fewer mistakes are made. The most expensive part of a building is the mistakes.â€ù <br/><br/>â€œHe was the worst kind of Christian, Philip realized: he embraced all of the negatives, enforced every proscription, insisted on all forms of denial, and demanded strict punishment for every offence; yet he ignored all the compassion of Christianity, denied its mercy, flagrantly disobeyed its ethic of love, and openly flouted the gentle laws of Jesus.â€ù <br/><br/><br/><br/><br/>Actionable Items:<br/><br/><br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/>Very enjoyable read. Poorly edited in many places, but it might have lost something if it had been more produced. <br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
28512671,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",Steven Pinker,0062390856,9780062390851,4,3.92,Dey Street Books,Hardcover,338,2017,2017,12/24/17,2/7/18,,,read,"The Big Idea:<br/><br/>""Insights into the uses of big data. 4 uses of big data:<br/>-Offering up new types of data<br/>-Providing honest data<br/>-Allowing us to drill into small subsets of data<br/>-Allowing us to do many causal experiments<br/>""<br/>Â <br/>Highlights:<br/>Â <br/>Data can be used to find incredibly interesting and noble things from surprising sources. For example using Google searches to find interesting informationâ€™s about sex preferences etc.<br/><br/>Curse of dimensionality: looking at so many dimensions that you are guaranteed a false positive<br/><br/>DoppelgÃ_nger search: looking for similar peers who have the same experience (personas, David Ortiz)<br/><br/><br/>Actionable Items:<br/><br/>Check out info on doppelgÃ_nger searches<br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/><br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
34114362,What Happened,Hillary Rodham Clinton,"Clinton, Hillary Rodham",,,,2,3.99,Simon & Schuster,Kindle Edition,512,2017,2017,1/3/18,2/6/18,,,read,"The Big Idea:<br/><br/>Hillary Clinton lost the 2016 Presidential election, blames James Comey and others, and finally comes around to a few recommendations / attempts at leadership. <br/><br/><br/>Actionable Items:<br/><br/>I tried to find some, but struck out. Read some better books about being a good citizen maybe?<br/><br/><br/>Other Notes & Takeaways:<br/>This book was definitely written without enough distance/reflection. Pretty painful read that demonstrates what a flawed candidate she was. Still think she would have made a good president though. <br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,0670022756,9780670022755,3,4.1,Viking,Hardcover,487,2011,2011,12/24/17,2/5/18,,,read,"The Big Idea:<br/><br/>""Change accelerates change and weâ€™re moving toward self-reinforcing change that will go on for infinity. Correcting mistakes allows for progress, and stasis could only be preserved without error correction (therefore is immoral).  <br/><br/>â€œThere is only one known phenomenon which, if it ever occurred, would have effects that did not fall off with distance, and that is the creation of a certain type of knowl- edge, namely a beginning of infinity. Indeed, knowledge can aim itself at a target, travel vast distances having scarcely any effect, and then utterly transform the destination.â€ù<br/>""<br/>Â <br/>Highlights:<br/>Â <br/>â€œThe very existence of Athens, however peaceful, is a deadly threat to Spartaâ€™s stasis. And therefore, in the long run, the condition for the continued stasis of Sparta (which means its continued existence, as they see it) is the destruction of progress in Athens (which from our perspective would constitute the destruction of Athens).â€ù<br/><br/>â€œThe scientific revolution was part of a wider intellectual revolution, the Enlightenment, which also brought progress in other fields, especially moral and political philosophy, and in the institutions of society. Unfortunately, the term â€˜the Enlightenmentâ€™ is used by historians and philosophers to denote a variety of different trends, some of them violently opposed to each other. What I mean by it will emerge here as we go along. It is one of several aspects of â€˜the beginning of infinityâ€™, and is a theme of this book. But one thing that all conceptions of the Enlightenment agree on is that it was a rebellion, and specifically a rebellion against authority in regard to knowledge.â€ù<br/><br/>â€œSparta has no philosophers. Thatâ€™s because the job of a philosopher is to understand things better, which is a form of change, so they donâ€™t want it. Another difference: they donâ€™t honour living poets, only dead ones. Why? Because dead poets donâ€™t write anything new, but live ones do. A third difference: their education system is insanely harsh; ours is famously lax. Why? Because they donâ€™t want their kids to dare to question anything, so that they wonâ€™t ever think of changing anything.â€ù<br/><br/><br/>Actionable Items:<br/><br/>Um<br/><br/>Uh<br/><br/>Reread maybe?<br/><br/>Other Notes & Takeaways:<br/>Not sure what everyone who liked this was actually getting out of it. <br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,,,4,4.45,Harvill Secker,Paperback,443,2014,2011,12/17/18,1/27/18,,,read,"The Big Idea:<br/><br/>Thought provoking look at the history of humanity that roughly follows the evolutionary history of homo sapiens sapiens and highlights the inflection points of cognitive, agricultural, and scientific revolutions. <br/>Â <br/>Highlights:<br/>Â <br/>â€œEven worse, greedy bosses might curtail the workersâ€™ freedom of movement through debt peonage or slavery. At the end of the Middle Ages, slavery was almost unknown in Christian Europe. During the early modern period, the rise of European capitalism went hand in hand with the rise of the Atlantic slave trade. Unrestrained market forces, rather than tyrannical kings or racist ideologues, were responsible for this calamity.â€ù <br/><br/>This quote stuck with me most among many thoughts from this great book. <br/><br/>â€œThe Scientific Revolution has not been a revolution of knowledge. It has been above all a revolution of ignorance. The great discovery that launched the Scientific Revolution was the discovery that humans do not know the answers to their most important questions.â€œ<br/><br/>Such a beautiful analysis of the naturalist vs religious viewpoints""<br/><br/>""There is great discussion about the usefulness of untrue claims. The discussion of equality and the analysis of the Declaration of Independence were particularly thought provoking:<br/><br/>â€œAccording to the science of biology, people were not â€˜createdâ€™. They have evolved. And they certainly did not evolve to be â€˜equalâ€™. The idea of equality is inextricably intertwined with the idea of creation. The Americans got the idea of equality from Christianity, which argues that every person has a divinely created soul, and that all souls are equal before God. However, if we do not believe in the Christian myths about God, creation and souls, what does it mean that all people are â€˜equalâ€™?â€ù<br/><br/><br/>Actionable Items:<br/><br/>Reread Sapiens<br/><br/><br/><br/><br/><br/>Other Notes & Takeaways:<br/>This book seems like one where you should come back to it regularly to use in recalibration get thoughts about the world. Rereading seems like it would provide new insights each time.<br/><br/><br/><br/>Format Consumed:<br/>Audiobook",,,1,,,0,,,,,
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,1594488843,9781594488849,0,3.94,Riverhead Books,Hardcover,242,2009,2009,,1/20/18,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,014303653X,9780143036531,0,4.16,Penguin Books,Paperback,184,2005,1985,,1/20/18,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,1580056776,9781580056779,0,4.56,Seal Press,Hardcover,248,2018,2018,,1/17/18,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
35488858,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store",Cait Flanders,"Flanders, Cait",,1401954871,9781401954871,0,3.56,"Hay House, Inc.",Hardcover,189,2018,2018,,1/17/18,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
